REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
451,Arabica,North America,Guatemala,2015.0,09/28/16,Bourbon,Green,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.12,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
452,Arabica,Africa,Kenya,2014.0,07/02/16,SL28,Bluish-Green,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,0.1,0,0,1,5304960000.0,276300000.0,1.4419683,38.4313975
453,Arabica,Asia,Thailand,2014.0,06/08/16,,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,0.12,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
454,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,0.13,0,0,6,4424040000.0,230418750.0,-6.5247123,35.7878438
455,Arabica,South America,Colombia,2014.0,11/05/15,Caturra,,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.0,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
456,Arabica,Africa,Uganda,2014.0,10/28/15,SL14,Bluish-Green,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,0.1,0,0,0,17758440000.0,924918750.0,1.5333554,32.2166578
457,Arabica,South America,Colombia,2014.0,08/25/15,,Green,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,10,3,64795860000.0,3374784375.0,4.099917,-72.9088133
458,Arabica,North America,Honduras,2013.0,04/12/15,Catuai,Green,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,0.1,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
459,Arabica,North America,Honduras,2014.0,04/08/15,Caturra,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,3,20018160000.0,1042612500.0,15.2572432,-86.0755145
460,Arabica,North America,Guatemala,2014.0,03/27/15,Catuai,Green,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,0.09,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
461,Arabica,North America,United States,2013.0,02/07/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,39.7837304,-100.445882
462,Arabica,Africa,Tanzania,2014.0,01/31/15,Bourbon,Green,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
463,Arabica,North America,Guatemala,2013.0,04/26/14,Bourbon,Green,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
464,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,0.11,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
465,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,0.12,0,3,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
466,Arabica,North America,Mexico,2012.0,09/27/13,Pacamara,,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,0.14,0,0,10,23560560000.0,1227112500.0,19.4326296,-99.1331785
467,Arabica,South America,Colombia,2012.0,08/31/13,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,0.11,0,1,2,64795860000.0,3374784375.0,4.099917,-72.9088133
468,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,0.13,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
469,Arabica,South America,Colombia,2012.0,06/08/13,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
470,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,0.11,0,0,5,23560560000.0,1227112500.0,19.4326296,-99.1331785
471,Arabica,South America,Brazil,2012.0,03/19/13,Mundo Novo,Green,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.12,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
472,Arabica,South America,Brazil,2012.0,02/16/13,Mundo Novo,Green,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.11,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
473,Arabica,North America,Guatemala,2012.0,01/31/13,Bourbon,Green,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,0.0,0,0,10,21061620000.0,1096959375.0,15.5855545,-90.345759
474,Arabica,South America,Brazil,2011.0,12/02/12,Mundo Novo,Blue-Green,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,0.12,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
475,Arabica,South America,Brazil,2011.0,10/27/12,,,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,0.02,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
476,Arabica,North America,El Salvador,2010.0,08/22/12,,,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,0.14,0,0,3,8462700000.0,440765625.0,13.8000382,-88.9140683
477,Arabica,Africa,Ethiopia,,06/16/11,,,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,0.01,0,0,0,26008560000.0,1354612500.0,10.2116702,38.6521203
478,Arabica,South America,Colombia,2016.0,02/20/18,Caturra,Green,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,0.0,1,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
479,Arabica,South America,Colombia,2016.0,01/10/18,Caturra,Green,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,0.0,2,1,5,64795860000.0,3374784375.0,4.099917,-72.9088133
480,Arabica,South America,Brazil,2015.0,04/25/17,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,0.11,2,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
481,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
482,Arabica,Asia,Taiwan,2015.0,05/18/16,Typica,Green,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
483,Arabica,South America,Brazil,2015.0,04/19/16,Mundo Novo,Green,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.11,0,0,13,225248940000.0,11731715625.0,-10.3333333,-53.2
484,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,Green,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,0.0,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
485,Arabica,North America,Costa Rica,2014.0,07/15/15,Catuai,Green,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3,10790100000.0,561984375.0,10.2735633,-84.0739102
486,Arabica,North America,United States,2013.0,02/19/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,0.12,0,0,8,0.0,0.0,39.7837304,-100.445882
487,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
488,Arabica,North America,United States,2012.0,03/08/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,39.7837304,-100.445882
489,Arabica,North America,Mexico,2012.0,06/06/13,Other,,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,0.1,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
490,Arabica,North America,United States,2012.0,04/06/13,Hawaiian Kona,,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,0.0,0,1,4,0.0,0.0,39.7837304,-100.445882
491,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Green,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,39.7837304,-100.445882
492,Arabica,South America,Colombia,,07/28/12,Caturra,,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,0.01,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
493,Arabica,South America,Colombia,2010.0,02/22/12,,,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,0.08,0,1,3,64795860000.0,3374784375.0,4.099917,-72.9088133
494,Arabica,Asia,Indonesia,2010.0,11/29/11,,,,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,0.0,0,0,0,46214640000.0,2407012500.0,-2.4833826,117.8902853
495,Arabica,North America,Guatemala,,11/11/11,,,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,0.02,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
496,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,0.0,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
497,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Green,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,0.11,3,0,5,225248940000.0,11731715625.0,-10.3333333,-53.2
498,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,0.11,2,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
499,Arabica,Africa,Uganda,2015.0,07/18/17,Bourbon,Green,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,0.12,0,0,6,17758440000.0,924918750.0,1.5333554,32.2166578
500,Arabica,Africa,Uganda,2015.0,07/18/17,Bourbon,Green,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,0.12,5,0,8,17758440000.0,924918750.0,1.5333554,32.2166578
501,Arabica,South America,Colombia,2016.0,02/10/17,,Green,,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,0.11,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
502,Arabica,Asia,Vietnam,2014.0,12/27/16,Caturra,Green,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,0.0,0,0,0,0.0,0.0,15.9266657,107.9650855
503,Arabica,North America,Guatemala,2015.0,07/07/16,Catuai,Green,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
504,Arabica,North America,Guatemala,2015.0,06/04/16,Catuai,Green,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
505,Arabica,North America,Guatemala,2015.0,04/22/16,Bourbon,Green,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
506,Arabica,South America,Brazil,2014.0,02/13/16,Catuai,Green,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
507,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,0.08,0,0,0,0.0,0.0,23.5983227,120.83537694479215
508,Arabica,Africa,Uganda,2013.0,06/26/15,SL14,Green,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,0.12,0,0,0,17758440000.0,924918750.0,1.5333554,32.2166578
509,Arabica,North America,United States,2013.0,06/09/15,Other,Bluish-Green,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
510,Arabica,North America,Guatemala,2014.0,03/07/15,Bourbon,Green,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,0.1,0,1,0,21061620000.0,1096959375.0,15.5855545,-90.345759
511,Arabica,North America,Costa Rica,2013.0,02/14/15,Catuai,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0,3,10790100000.0,561984375.0,10.2735633,-84.0739102
512,Arabica,South America,Brazil,2013.0,01/02/15,Yellow Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,0.12,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
513,Arabica,South America,Colombia,2013.0,11/07/14,Caturra,Green,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,0.11,0,1,1,64795860000.0,3374784375.0,4.099917,-72.9088133
514,Arabica,South America,Colombia,2013.0,08/02/14,Caturra,Green,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
515,Arabica,South America,Colombia,2013.0,03/15/14,Caturra,Green,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,0.11,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
516,Arabica,South America,Colombia,2013.0,04/26/14,Caturra,Green,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,0.0,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
517,Arabica,South America,Colombia,2012.0,10/23/13,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,0.11,0,1,2,64795860000.0,3374784375.0,4.099917,-72.9088133
518,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,0.11,0,0,20,23560560000.0,1227112500.0,19.4326296,-99.1331785
519,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,0.11,0,0,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
520,Arabica,North America,Mexico,2012.0,07/11/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.11,0,5,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
521,Arabica,South America,Colombia,2012.0,05/22/13,Arusha,,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,0.0,0,1,4,64795860000.0,3374784375.0,4.099917,-72.9088133
522,Arabica,South America,Colombia,2012.0,05/11/13,Caturra,Green,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,0.0,0,0,4,64795860000.0,3374784375.0,4.099917,-72.9088133
523,Arabica,South America,Colombia,2012.0,06/08/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,0.11,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
524,Arabica,North America,Guatemala,2012.0,04/27/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
525,Arabica,South America,Colombia,2011.0,12/01/12,Caturra,Bluish-Green,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,0.12,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
526,Arabica,Asia,Thailand,2011.0,08/15/12,,,,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.28,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
527,Arabica,South America,Colombia,,05/11/12,,,,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,0.08,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
528,Arabica,North America,United States,,04/20/12,,,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,0.0,0,0,0,0.0,0.0,39.7837304,-100.445882
529,Arabica,North America,United States,,03/08/12,,,,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0,1,0.0,0.0,39.7837304,-100.445882
530,Arabica,South America,Colombia,2011.0,02/01/12,,,,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,0.06,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
531,Arabica,North America,Nicaragua,2009.0,05/31/11,Caturra,,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,0.07,0,0,0,8248140000.0,429590625.0,12.6090157,-85.2936911
532,Arabica,Asia,Thailand,,04/13/11,,,,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,0.0,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
533,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
534,Arabica,North America,El Salvador,2017.0,08/28/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,0.0,0,0,1,8462700000.0,440765625.0,13.8000382,-88.9140683
535,Arabica,South America,Colombia,2017.0,07/07/18,Caturra,Green,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,0.11,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
536,Arabica,Asia,Taiwan,2016.0,06/28/17,Caturra,Green,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,0.09,0,31,0,0.0,0.0,23.5983227,120.83537694479215
537,Arabica,Africa,Ethiopia,2016.0,02/25/17,Ethiopian Heirlooms,Bluish-Green,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,0.0,0,1,20,26008560000.0,1354612500.0,10.2116702,38.6521203
538,Arabica,Asia,Taiwan,2014.0,09/06/16,Typica,Green,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,0.0,0,0,9,0.0,0.0,23.5983227,120.83537694479215
539,Arabica,Asia,Philippines,2015.0,07/30/16,Other,Blue-Green,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,0.11,0,0,1,2672100000.0,139171875.0,12.7503486,122.7312101
540,Arabica,Asia,Philippines,2014.0,07/20/16,Other,Bluish-Green,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,0.0,0,0,0,2672100000.0,139171875.0,12.7503486,122.7312101
541,Arabica,North America,Mexico,2015.0,07/13/16,Typica,Blue-Green,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,0.13,0,0,3,23560560000.0,1227112500.0,19.4326296,-99.1331785
542,Arabica,North America,Mexico,2015.0,06/10/16,Bourbon,Bluish-Green,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,0.12,0,2,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
543,Arabica,South America,Brazil,2014.0,08/15/15,Moka Peaberry,Green,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,0.11,0,0,16,225248940000.0,11731715625.0,-10.3333333,-53.2
544,Arabica,Africa,Uganda,2013.0,06/27/15,SL14,Green,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0,0,17758440000.0,924918750.0,1.5333554,32.2166578
545,Arabica,Africa,Uganda,2013.0,06/27/15,SL14,Green,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0,4,17758440000.0,924918750.0,1.5333554,32.2166578
546,Arabica,North America,Guatemala,2014.0,04/03/15,Bourbon,Green,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
547,Arabica,North America,Guatemala,2014.0,03/07/15,Caturra,Green,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,0.1,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
548,Arabica,North America,Guatemala,2012.0,12/27/14,,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,0.1,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
549,Arabica,South America,Colombia,2013.0,09/13/14,Caturra,Green,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,0.11,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
550,Arabica,South America,Colombia,2013.0,03/20/14,Caturra,Bluish-Green,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,0.0,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
551,Arabica,North America,Guatemala,2013.0,03/11/14,Bourbon,Green,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
552,Arabica,South America,Colombia,2013.0,01/22/14,Other,Green,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.11,0,3,5,64795860000.0,3374784375.0,4.099917,-72.9088133
553,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0.1,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
554,Arabica,Asia,Vietnam,2012.0,07/20/13,Other,,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,0.0,0,0,17,0.0,0.0,15.9266657,107.9650855
555,Arabica,North America,Mexico,2012.0,03/05/13,Typica,Green,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,0.14,0,1,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
556,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Green,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,0.1,0,0,0,0.0,0.0,39.7837304,-100.445882
557,Arabica,South America,Colombia,,07/18/12,,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,0.15,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
558,Arabica,Asia,Thailand,,04/13/11,,,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,0.0,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
559,Arabica,Africa,Kenya,2017.0,10/13/18,SL28,Green,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,0.1,0,0,3,5304960000.0,276300000.0,1.4419683,38.4313975
560,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,0.11,1,1,2,21061620000.0,1096959375.0,15.5855545,-90.345759
561,Arabica,South America,Brazil,2015.0,02/06/18,Yellow Bourbon,Bluish-Green,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,0.11,2,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
562,Arabica,North America,El Salvador,2016.0,04/08/17,Pacas,Green,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,0.0,0,0,4,8462700000.0,440765625.0,13.8000382,-88.9140683
563,Arabica,Africa,Rwanda,2015.0,03/25/17,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,0.11,0,0,0,1702620000.0,88678125.0,-1.9646631,30.0644358
564,Arabica,Asia,Vietnam,2014.0,01/18/17,Other,Green,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,0.11,0,11,0,0.0,0.0,15.9266657,107.9650855
565,Arabica,North America,Guatemala,2015.0,07/19/16,Bourbon,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,0.11,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
566,Arabica,South America,Brazil,2015.0,05/25/16,Catuai,Green,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,0.12,0,2,6,225248940000.0,11731715625.0,-10.3333333,-53.2
567,Arabica,South America,Colombia,2014.0,03/20/16,Other,,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
568,Arabica,North America,United States,2014.0,02/20/16,Other,,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0,9,0.0,0.0,39.7837304,-100.445882
569,Arabica,North America,Guatemala,2014.0,03/24/15,Bourbon,Green,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,0.1,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
570,Arabica,South America,Colombia,2013.0,01/20/15,Typica,Green,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,0.0,0,4,4,64795860000.0,3374784375.0,4.099917,-72.9088133
571,Arabica,South America,Colombia,2013.0,05/10/14,Caturra,Green,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,0.11,0,0,3,64795860000.0,3374784375.0,4.099917,-72.9088133
572,Arabica,Africa,Tanzania,2012.0,04/19/14,Arusha,Green,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,0.11,0,0,5,4424040000.0,230418750.0,-6.5247123,35.7878438
